OrderId,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Release Date,Water Required?,DOF Benchmarking Submission Status,Latitude,Longitude,Community Board,Council District,Census Tract,NTA
10692,3856179,Martin Gelfand: 835 Ocean Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3051630048,3-05163-0048,3118824,835 Ocean Ave,Not Available,11226,835,OCEAN AVENUE,Brooklyn,88820,Multifamily Housing,Multifamily Housing,Multifamily Housing,93261,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,90.9,97,4.1,0.8,130.9,Not Available,207138,Not Available,Not Available,Not Available,Not Available,6965000.1,75419.7,1300654.4,381199.9,506,385.3,120.7,93261,9320.8,99.94,124.5,04/26/2017 04:22:41 PM,Yes,In Compliance,40.642272,-73.959517,14,40,51602,Flatbush                                                                   
10703,4022817,"346 29, LLC",Not Applicable: Standalone Property,Not Applicable: Standalone Property,3051940025,3-05194-0025,3119976,346 East 29th Street,Not Available,11226,346,EAST 29 STREET,Brooklyn,66932,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,71713,Parking,5500,Not Available,Not Available,1966,1,100,Whole Building,Whole Building,70.9,75.8,4.2,0.6,109.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4020563.7,44163.7,1060797.9,298978.3,312,213.6,98.4,71713,2287.9,31.9,105.3,04/23/2017 04:34:47 PM,No,In Compliance,40.642085,-73.949622,17,45,828,Erasmus                                                                    
10708,4404144,600 East 21st Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052060017,3-05206-0017,3120255,600 East 21st Street,Not Available,11226,600,EAST 21 STREET,Brooklyn,60318,Multifamily Housing,Multifamily Housing,Multifamily Housing,60318,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Whole Building,85.2,Not Available,4.5,0.7,Not Available,Not Available,212520,Not Available,Not Available,Not Available,Not Available,3968261.8,42384.8,955629.7,269554.5,315.2,226.5,88.7,60318,8931.7,148.08,122.4,04/28/2017 03:04:34 PM,Yes,In Compliance,40.639255,-73.957915,14,40,51601,Flatbush                                                                   
10710,2715980,2116 Ditmas Avenue - 36377,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052070004,3-05207-0004,3120266,2116 Ditmas Avenue,Not Available,11226,2116,DITMAS AVENUE,Brooklyn,69000,Multifamily Housing,Multifamily Housing,Multifamily Housing,75900,Not Available,Not Available,Not Available,Not Available,1935,1,100,Whole Building,Whole Building,74.4,79.6,3,0.7,105.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4843770,52588.4,804080.8,229614,331.9,257.3,74.6,75900,4878.3,64.27,100.3,04/24/2017 12:49:04 PM,No,In Compliance,40.639862,-73.957767,14,40,51601,Flatbush                                                                   
10711,2798107,Ditmas Park 2212 LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052080004,3052080004,3120278,2212 Ditmas Avenue,Not Available,11226,2212,DITMAS AVENUE,Brooklyn,63960,Multifamily Housing,Multifamily Housing,Multifamily Housing,63960,Not Available,Not Available,Not Available,Not Available,1934,1,100,Whole Building,Whole Building,81.6,87.3,3.9,0.7,119.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4344127.6,47391.6,874055.7,247354.2,311.8,230.7,81.1,63960,Not Available,Not Available,114.2,04/28/2017 08:59:09 AM,No,In Compliance,40.640287,-73.956696,14,40,51601,Flatbush                                                                   
10716,3538116,Premium 600 Realty Corp,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052170006,3-05217-0006,3120545,600 East 18th Street,Not Available,11226,600,EAST 18 STREET,Brooklyn,62142,Multifamily Housing,Multifamily Housing,Multifamily Housing,62142,Not Available,Not Available,Not Available,Not Available,1951,1,100,Whole Building,Not Available,76.4,80.4,4.2,0.7,114.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3832347.5,41038.8,916611.2,261578.3,288.6,203.6,85.1,62142,Not Available,Not Available,111.1,04/30/2017 11:15:10 AM,Yes,In Compliance,40.636248,-73.960587,14,40,518,Flatbush                                                                   
10717,4411808,616 E. 18th Street Owners Corp.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052170018,3-05217-0018,3120546,616 E. 18th Street,Not Available,11226,620,EAST 18 STREET,Brooklyn,98955,Multifamily Housing,Multifamily Housing,Multifamily Housing,98955,Not Available,Not Available,Not Available,Not Available,1961,1,100,Whole Building,Whole Building,72.9,72.2,4.2,0,103.4,Not Available,Not Available,5511345.6,Not Available,Not Available,Not Available,225132.3,2274.9,1475966.6,413229.8,563.9,426.9,137,98955,3254.8,32.89,105.5,04/27/2017 02:29:19 PM,Yes,In Compliance,40.635875,-73.960515,14,40,518,Flatbush                                                                   
10718,2791441,(6181) - 1818  Newkirk Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052180001,3-05218-0001,3120562,1818  Newkirk Ave,Not Available,11226,1802,NEWKIRK AVENUE,Brooklyn,152466,Multifamily Housing,Multifamily Housing,Multifamily Housing,152405,Not Available,Not Available,Not Available,Not Available,1958,1,100,Whole Building,Whole Building,77.6,82.1,3.9,0.7,114,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9700650.1,104984.5,2122380.9,592152.4,712.2,515.2,197,152405,5555.8,36.45,110.6,03/22/2017 11:23:05 AM,No,In Compliance,40.636866,-73.960529,14,40,518,Flatbush                                                                   
10719,3114731,1825 Foster Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052180026,3052180026,3120565,1825 Foster Avenue,Not Available,11230,1815,FOSTER AVENUE,Brooklyn,60282,Multifamily Housing,Multifamily Housing,Multifamily Housing,66513,Not Available,Not Available,Not Available,Not Available,1941,1,100,Whole Building,Whole Building,80.2,Not Available,3.7,0.7,Not Available,Not Available,165738,Not Available,Not Available,Not Available,Not Available,4321900.3,46216.4,844779,243337,320.3,241.9,78.4,66513,2972,44.68,110.6,05/01/2017 01:04:47 AM,Yes,In Compliance,40.635474,-73.960191,14,40,518,Flatbush                                                                   
10722,3116055,ZOR,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052190016,3052190016,3120572,1030 Ocean Avenue,Not Available,11226,1030,OCEAN AVENUE,Brooklyn,57624,Multifamily Housing,Multifamily Housing,Multifamily Housing,57624,Not Available,Not Available,Not Available,Not Available,1960,1,100,Whole Building,Whole Building,15.3,14.7,4.3,Not Available,46.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,884111.4,248893.2,82,0,82,57624,3185.2,55.28,48.2,04/26/2017 12:34:42 PM,Yes,In Compliance,40.637277,-73.95859,14,40,518,Flatbush                                                                   
10723,3117214,1038 Ocean Properties,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052190022,3052190022,3120573,1038 Ocean Avenue,Not Available,11226,1038,OCEAN AVENUE,Brooklyn,96300,Multifamily Housing,Multifamily Housing,Multifamily Housing,96300,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,9.9,9.6,2.8,Not Available,30.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,957849,271082.3,88.9,0,88.9,96300,3032.6,31.49,31.2,04/26/2017 12:34:42 PM,No,In Compliance,40.637153,-73.958568,14,40,518,Flatbush                                                                   
10725,2791447,(6601) - Hampshire Arms,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052190040,3-05219-0040,3120576,601 E 19th Street,Not Available,11226,601,EAST 19 STREET,Brooklyn,132000,Multifamily Housing,Multifamily Housing,Multifamily Housing,132088,Not Available,Not Available,Not Available,Not Available,1942,1,100,Whole Building,Whole Building,68.6,Not Available,2.8,0.6,Not Available,Not Available,345000,Not Available,Not Available,Not Available,Not Available,7421362.9,80477.5,1298622.7,366480.7,540.3,419.8,120.5,132088,6156,46.61,92.5,03/22/2017 11:51:15 AM,Yes,In Compliance,40.636195,-73.959592,14,40,518,Flatbush                                                                   
10728,3520537,2720 Realty Co,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052290083,3-05229-0083,3120964,2720 Foster Avenue,Not Available,11210,2720,FOSTER AVENUE,Brooklyn,53544,Multifamily Housing,Multifamily Housing,Multifamily Housing,61575,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Whole Building,73.9,77.8,5.3,0.6,119.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3432999.7,36706.5,1119531.8,328116,286.2,182.3,103.9,61575,4729.2,76.8,115.6,04/19/2017 10:34:49 AM,Yes,In Compliance,40.638459,-73.950871,14,45,788,Flatbush                                                                   
10730,2827860,1119 Foster LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052320029,3052320029,3121077,1119 Foster Avenue,Not Available,11230,1119,FOSTER AVENUE,Brooklyn,59400,Multifamily Housing,Multifamily Housing,Multifamily Housing,59400,Not Available,Not Available,Not Available,Not Available,1959,1,100,Whole Building,Whole Building,88.1,93.8,0.6,0.9,102.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5112955.1,54528,120773.6,35396.7,282.8,271.6,11.2,59400,6235.7,104.98,96.8,04/30/2017 05:33:00 PM,No,In Compliance,40.632605,-73.966166,14,40,526,Flatbush                                                                   
10744,3530951,1111 Ocean Ave Owners Corp,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052410031,3-05241-0031,3121398,1111 Ocean Avenue,Not Available,11230,1111,OCEAN AVENUE,Brooklyn,157493,Multifamily Housing,Multifamily Housing,Multifamily Housing,181116,Not Available,Not Available,Not Available,Not Available,1954,1,100,Whole Building,Not Available,9.7,9.3,2.7,Not Available,29.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1749240.3,494700.3,162.3,0,162.3,181116,7226.2,39.9,30.3,04/19/2017 10:54:34 AM,Yes,In Compliance,40.634932,-73.958119,14,45,766,Flatbush                                                                   
10755,4403677,176 Seeley St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052680002,3-05268-0002,3122175,176 Seeley St,Not Available,11218,166,SEELEY STREET,Brooklyn,65640,Multifamily Housing,Multifamily Housing,Multifamily Housing,65640,Not Available,Not Available,Not Available,Not Available,1938,1,100,Whole Building,Whole Building,72.2,76.3,5.6,0.6,120.3,Not Available,0,Not Available,Not Available,Not Available,Not Available,3462700.1,37398.4,1276975.9,370827.3,302.4,183.9,118.5,65640,2244.2,34.19,116.5,04/27/2017 10:41:09 PM,No,In Compliance,40.65467,-73.976059,7,39,50202,Windsor Terrace                                                            
10758,2969027,YCF: 829 Greenwood Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052790043,3-05279-0043,3122655;3122645,829 Greenwood Ave,Not Available,11218,829,GREENWOOD AVENUE,Brooklyn,104640,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,104640,Parking,0,Not Available,Not Available,1982,1,100,Whole Building,Whole Building,132.8,131.8,9.4,1,205.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.04E+07,104168,3482235.9,988729.5,876.4,553.3,323.2,104640,Not Available,Not Available,209,04/27/2017 07:13:23 AM,Yes,In Compliance,40.652314,-73.973548,7,39,50202,Windsor Terrace                                                            
10763,4370754,(7494) - 30 Ocean Parkway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3052860001,3-05286-0001,3122848,30 Ocean Parkway,Not Available,11218,30,OCEAN PARKWAY,Brooklyn,169422,Multifamily Housing,Multifamily Housing,Multifamily Housing,169430,Not Available,Not Available,Not Available,Not Available,1936,1,90,Whole Building,Whole Building,65.9,Not Available,10.2,0.3,Not Available,Not Available,207000,Not Available,Not Available,Not Available,Not Available,5037590.9,54193.4,5916815.7,1734119.3,832,282.9,549.1,169430,3000.4,17.71,142.1,03/23/2017 11:08:49 AM,Yes,In Compliance,40.650341,-73.973981,7,39,504,Windsor Terrace                                                            
10768,2813778,1365-38 Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053000045,3-05300-0045,3123385,1365- 38 Street,Not Available,11218,1365,38 STREET,Brooklyn,111756,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,111756,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,30.4,32,2.8,0,52.7,Not Available,Not Available,2237551.4,Not Available,Not Available,Not Available,49600,496,1105024.1,313743.9,273.6,171.1,102.5,111756,Not Available,Not Available,51.7,04/25/2017 06:44:13 PM,Yes,In Compliance,40.640387,-73.984362,12,39,226,Borough Park                                                               
10769,4375949,Delta Management- 36 Dahill Road,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053050051,3-05305-0051,"3123574     	",36 Dahill Road,Not Available,11218,36,DAHILL ROAD,Brooklyn,79000,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,79050,Parking,3600,Not Available,Not Available,1950,1,100,Whole Building,Whole Building,71.8,76.2,4.3,0.6,110.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4499300.1,48700,1174399.6,337877.5,348,239,109,79050,3352.8,42.41,106.4,04/29/2017 07:58:49 PM,Yes,In Compliance,40.646384,-73.981186,12,39,498,Kensington-Ocean Parkway                                                   
10777,2791442,(6071) - 71 Ocean Pkwy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053200001,3-05320-0001,3124031,71 Ocean Parkway,Not Available,11218,71,OCEAN PARKWAY,Brooklyn,89026,Multifamily Housing,Multifamily Housing,Multifamily Housing,88946,Not Available,Not Available,Not Available,Not Available,1936,1,100,Whole Building,Whole Building,88.5,94.3,3.5,0.8,123.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6770837.9,73293,1096827.4,309446.7,461.4,359.6,101.8,88946,4033.5,45.35,118.6,03/22/2017 11:14:45 AM,,In Compliance,40.649369,-73.974922,7,39,504,Windsor Terrace                                                            
10792,2734758,Katz: 120 Ocean Parkway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053280015,3-05328-0015,3124300,120 Ocean Parkway,Not Available,11218,120,OCEAN PARKWAY,Brooklyn,75000,Multifamily Housing,Multifamily Housing,Multifamily Housing,87500,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,51.8,54.8,2.5,0.5,75,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3769699.7,40618.8,760111.7,214458.7,270.8,200.2,70.5,87500,2545.6,29.09,72.5,04/26/2017 04:02:06 PM,Yes,In Compliance,40.647459,-73.9752,12,39,500,Windsor Terrace                                                            
10794,2849392,178 RealtyAsso.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053280037,3-05328-0037,3124305,178 Ocean Pkwy,Not Available,11218,178,OCEAN PARKWAY,Brooklyn,94050,Multifamily Housing,Multifamily Housing,Multifamily Housing,94050,Not Available,Not Available,Not Available,Not Available,1928,1,100,Whole Building,Whole Building,13.9,13.4,3.7,0,40.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,76700,767,1233905.5,345556.8,118.6,4.1,114.5,94050,7195.4,76.51,42.1,04/28/2017 11:42:37 AM,Yes,In Compliance,40.645732,-73.974851,12,39,500,Windsor Terrace                                                            
10802,2676317,Coney 414 Albermarle Road,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053370007,3-05337-0007,3124639,414 Albermarle Road,Not Available,11218,414,ALBEMARLE ROAD,Brooklyn,50400,Multifamily Housing,Multifamily Housing,Multifamily Housing,58800,Not Available,Not Available,Not Available,Not Available,1941,1,100,Whole Building,Not Available,58.7,Not Available,Not Available,0.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2998094.1,32739.5,452587,Not Available,201.2,159.2,42,58800,1953.9,33.23,77.7,05/01/2017 07:43:09 PM,Yes,In Compliance,40.645491,-73.976329,12,39,496,Kensington-Ocean Parkway                                                   
10803,3530263,415 BEVERLY ROAD APARTMENTS,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053370076,3-05337-0076,3124671,415 BEVERLY RD,Not Available,11218,415,BEVERLEY ROAD,Brooklyn,110000,Multifamily Housing,Multifamily Housing,Multifamily Housing,110000,Not Available,Not Available,Not Available,Not Available,1963,1,100,Whole Building,Whole Building,77,80.6,4.4,0.7,116.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6717611.3,72064,1753374.3,485720.2,519.5,356.8,162.7,110000,4086.6,37.15,114.2,04/27/2017 06:02:27 PM,Yes,In Compliance,40.643084,-73.976164,12,39,494,Kensington-Ocean Parkway                                                   
10806,3104074,BRGNY 250 Ocean Parkway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053380081,3-05338-0081,3124707,250 Ocean Parkway,Not Available,11218,250,OCEAN PARKWAY,Brooklyn,67776,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,67776,Other,11296,Not Available,Not Available,1925,1,100,Whole Building,Whole Building,76.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5296031,Not Available,732680.4,Not Available,349.3,281.3,68,79072,4078.4,51.58,99.5,05/01/2017 07:43:09 PM,Yes,In Compliance,40.643734,-73.974192,12,39,494,Kensington-Ocean Parkway                                                   
10807,2790518,205 Ocean Parkway - 36849,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053390001,3-05339-0001,3347526,205 Ocean Parkway,Not Available,11218,205,OCEAN PARKWAY,Brooklyn,55800,Multifamily Housing,Multifamily Housing,Multifamily Housing,61380,Not Available,Not Available,Not Available,Not Available,1963,1,100,Whole Building,Whole Building,67.9,70.4,4.4,0.6,105,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3207320.3,34102.2,961614.5,267322.9,259.6,170.4,89.2,61380,2472.3,40.28,104.1,04/24/2017 12:56:06 PM,Yes,In Compliance,40.644676,-73.974361,12,39,494,Kensington-Ocean Parkway                                                   
10808,2790517,227 Ocean Parkway - 39503,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053390061,3-05339-0061,3124741,227 Ocean Parkway,Not Available,11218,225,OCEAN PARKWAY,Brooklyn,61920,Multifamily Housing,Multifamily Housing,Multifamily Housing,68112,Not Available,Not Available,Not Available,Not Available,1963,1,100,Whole Building,Not Available,80.6,84.8,3.5,0.7,114.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4653095.4,49603.7,838084.8,239625.5,324.9,247.1,77.8,68112,2597,38.13,110.4,04/24/2017 12:56:06 PM,No,In Compliance,40.644242,-73.974275,12,39,494,Kensington-Ocean Parkway                                                   
10812,4509437,CO/GLC 34203/4101 14TH AVE/BROOKLYN/NY,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053440006, 3-05344-0006 ,Not Available,4101 14TH AVE,Not Available,11219,,,,,Office,Office,Office,84486,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Whole Building,184,182.2,53.4,Not Available,572.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15548002.9,4511690.9,1442.8,0,1442.8,84486,5925,70.13,577.9,04/28/2017 01:04:44 PM,Yes,In Compliance,,,,,,
10816,5802567,260 Ocean Parkway - 30029,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053570005,3-05357-0005,3125448,260 Ocean Parkway,Not Available,11218,260,OCEAN PARKWAY,Brooklyn,86946,Multifamily Housing,Multifamily Housing,Multifamily Housing,89554,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,107.1,115,3.1,1,142.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8617412.7,93485.7,977862,278222.5,548.5,457.7,90.7,89554,4071.6,45.47,135.3,04/25/2017 02:36:18 PM,Yes,In Compliance,40.642946,-73.974038,12,39,494,Kensington-Ocean Parkway                                                   
11018,4406058,7100 Ridge Blvd,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3058890037,3058890037,3146477,7100 Ridge Blvd,Not Available,11432,7100,RIDGE BOULEVARD,Brooklyn,55542,Multifamily Housing,Multifamily Housing,Multifamily Housing,55534,Not Available,Not Available,Not Available,Not Available,1937,1,100,Whole Building,Whole Building,68.2,73.1,3,0.6,98.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3201203.8,34855.5,588124.3,168310,224.6,170,54.6,55542,Not Available,Not Available,93.8,04/25/2017 04:45:04 PM,Yes,In Compliance,,,,,,
10822,2796727,Elison Realty Assoc. LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053580071,3053580071,3125499,305 Ocean Parkway,Not Available,11218,305,OCEAN PARKWAY,Brooklyn,62400,Multifamily Housing,Multifamily Housing,Multifamily Housing,72800,Not Available,Not Available,Not Available,Not Available,1941,1,100,Whole Building,Not Available,80.3,83.9,3.3,0.7,111.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4985899.6,52970.9,857029.6,237930.7,344.4,264.8,79.5,72800,5781,79.41,108.9,03/28/2017 04:35:00 PM,Yes,In Compliance,40.641961,-73.973829,12,39,494,Kensington-Ocean Parkway                                                   
10829,3533613,350 OCEAN PKWY TENANTS,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053740010,3-05374-0010,3126157,350 OCEAN PARKWAY,Not Available,11218,340,OCEAN PARKWAY,Brooklyn,73026,Multifamily Housing,Multifamily Housing,Multifamily Housing,73026,Not Available,Not Available,Not Available,Not Available,1962,1,100,Whole Building,Whole Building,79.6,83.3,4.9,0.7,122.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4538925.7,48636.7,1271736.9,358114.1,359.1,241.1,118,73026,3083.5,42.23,119.9,04/27/2017 03:42:11 PM,Yes,In Compliance,40.640555,-73.973585,12,39,488,Kensington-Ocean Parkway                                                   
10830,4953289,Park Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053740021,3-05374-0021,3126159,370 Ocean Parkway,Not Available,11218,370,OCEAN PARKWAY,Brooklyn,111861,Multifamily Housing,Multifamily Housing,Multifamily Housing,111861,Not Available,Not Available,Not Available,Not Available,1961,1,100,Whole Building,Whole Building,117.1,123.4,6.9,1,178.9,Not Available,415449,Not Available,Not Available,Not Available,Not Available,9916044.8,106572.4,2767543.2,776291.6,814.3,557.5,256.8,111861,8865.2,79.25,174.5,04/26/2017 12:39:47 PM,Yes,In Compliance,40.639913,-73.973462,12,39,488,Kensington-Ocean Parkway                                                   
10834,4042872,387 Ocean Parkway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053750063,3-05375-0063,3126219,387 Ocean Parkway,Not Available,11218,387,OCEAN PARKWAY,Brooklyn,57600,Multifamily Housing,Multifamily Housing,Multifamily Housing,57600,Not Available,Not Available,Not Available,Not Available,1937,1,100,Whole Building,Whole Building,96.9,102.3,3.4,0.9,131.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4899099.9,52284.9,680032.7,194381.6,323.3,260.2,63.1,57600,6655.4,115.55,126.4,04/24/2017 08:10:26 PM,Yes,In Compliance,40.639529,-73.973365,12,39,490,Kensington-Ocean Parkway                                                   
10836,2748479,TKR - 495 E 7 St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053760068,3-05376-0068,3126255,495 East 7th Street,Not Available,11218,495,EAST 7 STREET,Brooklyn,84000,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,84840,Parking,4200,Not Available,Not Available,1962,1,100,Whole Building,Whole Building,61.3,64.6,3.3,0.5,91,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4209576.5,45378.9,987506.9,276157.1,315.2,223.6,91.6,84840,3301.9,38.92,88.6,05/01/2017 02:58:14 PM,Yes,In Compliance,40.639726,-73.972003,12,40,490,Kensington-Ocean Parkway                                                   
10850,2827629,MRA Property Co,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053920071,3053920071,3126893,499 East 8th Street,Not Available,11218,499,EAST 8 STREET,Brooklyn,88528,Multifamily Housing,Multifamily Housing,Multifamily Housing,88528,Not Available,Not Available,Not Available,Not Available,1964,1,100,Whole Building,Whole Building,69,Not Available,0.8,0.6,Not Available,Not Available,552000,Not Available,Not Available,Not Available,Not Available,5327142,57394.6,227234.2,66598.5,345,323.9,21.1,88528,5063.8,57.2,77.5,04/30/2017 05:33:00 PM,Yes,In Compliance,40.637692,-73.97052,12,40,492,Kensington-Ocean Parkway                                                   
10851,2826975,Yeshiva Torah Vadaath,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3053930079,3-05393-0079,3126938,425 East 9th Street,Not Available,11218,425,EAST 9 STREET,Brooklyn,57600,K-12 School,K-12 School,K-12 School,57600,Not Available,Not Available,Not Available,Not Available,1965,1,100,Whole Building,Not Available,94.6,100.9,6.5,0.8,152.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4179300,45422.3,1270628.8,372400,339.9,222,117.9,57600,Not Available,Not Available,145.5,04/27/2017 02:49:51 PM,Yes,In Compliance,40.638128,-73.969658,12,40,492,Kensington-Ocean Parkway                                                   
10859,2797757,645 Realty LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054170001,3054170001,Not Available,645 Ocean Parkway,Not Available,11230,645,OCEAN PARKWAY,Brooklyn,55680,Multifamily Housing,Multifamily Housing,Multifamily Housing,55680,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Whole Building,84.7,90.1,3.5,0.8,119.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4044700.1,43460.4,671087,196684.3,277.1,214.8,62.3,55680,5055.9,90.8,114.1,04/26/2017 01:22:14 PM,No,In Compliance,40.632625,-73.97206,14,40,482,Flatbush                                                                   
10861,3121500,275 Webster Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,3054170058,3-05417-0058,3127746,275 Webster Ave,Not Available,11230,275,WEBSTER AVENUE,Brooklyn,73584,Multifamily Housing,Multifamily Housing,Multifamily Housing,85848,Not Available,Not Available,Not Available,Not Available,1964,1,100,Whole Building,Whole Building,72.4,75.3,3.9,0.6,106.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5040201.6,53262.5,1173537.2,333653.1,376.6,267.7,108.9,85848,3564.5,41.52,104.6,05/01/2017 04:04:27 PM,Yes,In Compliance,40.632894,-73.970716,14,40,482,Flatbush                                                                   
